	ERR688505_500K_merged_Abundance.RPKs	ERR688506_500K_merged_Abundance.RPKs	ERR688507_500K_merged_Abundance.RPKs	ERR688508_500K_merged_Abundance.RPKs	ERR688509_500K_merged_Abundance.RPKs	ERR688510_500K_merged_Abundance.RPKs	ERR688511_500K_merged_Abundance.RPKs	ERR688512_500K_merged_Abundance.RPKs	ERR688513_500K_merged_Abundance.RPKs	ERR688514_500K_merged_Abundance.RPKs	ERR688515_500K_merged_Abundance.RPKs	ERR688516_500K_merged_Abundance.RPKs	ERR688517_500K_merged_Abundance.RPKs	ERR688518_500K_merged_Abundance.RPKs	ERR688519_500K_merged_Abundance.RPKs	ERR688520_500K_merged_Abundance.RPKs	ERR688521_500K_merged_Abundance.RPKs	ERR688522_500K_merged_Abundance.RPKs	ERR688523_500K_merged_Abundance.RPKs	ERR688524_500K_merged_Abundance.RPKs	ERR688525_500K_merged_Abundance.RPKs	ERR688526_500K_merged_Abundance.RPKs	ERR688527_500K_merged_Abundance.RPKs	ERR688528_500K_merged_Abundance.RPKs	ERR688529_500K_merged_Abundance.RPKs	ERR688530_500K_merged_Abundance.RPKs	ERR688531_500K_merged_Abundance.RPKs	ERR688532_500K_merged_Abundance.RPKs	ERR688533_500K_merged_Abundance.RPKs	ERR688534_500K_merged_Abundance.RPKs	ERR688535_500K_merged_Abundance.RPKs	ERR688536_500K_merged_Abundance.RPKs	ERR688537_500K_merged_Abundance.RPKs	ERR688538_500K_merged_Abundance.RPKs	ERR688539_500K_merged_Abundance.RPKs	ERR688540_500K_merged_Abundance.RPKs	ERR688541_500K_merged_Abundance.RPKs	ERR688542_500K_merged_Abundance.RPKs	ERR688543_500K_merged_Abundance.RPKs	ERR688544_500K_merged_Abundance.RPKs	ERR688545_500K_merged_Abundance.RPKs	ERR688546_500K_merged_Abundance.RPKs	ERR688547_500K_merged_Abundance.RPKs	ERR688548_500K_merged_Abundance.RPKs	ERR688549_500K_merged_Abundance.RPKs	ERR688550_500K_merged_Abundance.RPKs	ERR688551_500K_merged_Abundance.RPKs	ERR688552_500K_merged_Abundance.RPKs	ERR688553_500K_merged_Abundance.RPKs	ERR688554_500K_merged_Abundance.RPKs	ERR688555_500K_merged_Abundance.RPKs	ERR688556_500K_merged_Abundance.RPKs	ERR688557_500K_merged_Abundance.RPKs	ERR688558_500K_merged_Abundance.RPKs	ERR688559_500K_merged_Abundance.RPKs	ERR688560_500K_merged_Abundance.RPKs	ERR688561_500K_merged_Abundance.RPKs	ERR688562_500K_merged_Abundance.RPKs	ERR688563_500K_merged_Abundance.RPKs	ERR688564_500K_merged_Abundance.RPKs	ERR688565_500K_merged_Abundance.RPKs	ERR688566_500K_merged_Abundance.RPKs	ERR688567_500K_merged_Abundance.RPKs	ERR688568_500K_merged_Abundance.RPKs	ERR688569_500K_merged_Abundance.RPKs	ERR688570_500K_merged_Abundance.RPKs	ERR688571_500K_merged_Abundance.RPKs	ERR688572_500K_merged_Abundance.RPKs	ERR688573_500K_merged_Abundance.RPKs	ERR688574_500K_merged_Abundance.RPKs	ERR688575_500K_merged_Abundance.RPKs	ERR688576_500K_merged_Abundance.RPKs	ERR688577_500K_merged_Abundance.RPKs	ERR688578_500K_merged_Abundance.RPKs	ERR688579_500K_merged_Abundance.RPKs	ERR688580_500K_merged_Abundance.RPKs	ERR688581_500K_merged_Abundance.RPKs	ERR688582_500K_merged_Abundance.RPKs	ERR688583_500K_merged_Abundance.RPKs	ERR688584_500K_merged_Abundance.RPKs	ERR688585_500K_merged_Abundance.RPKs	ERR688586_500K_merged_Abundance.RPKs	ERR688587_500K_merged_Abundance.RPKs	ERR688588_500K_merged_Abundance.RPKs	ERR688589_500K_merged_Abundance.RPKs	ERR688590_500K_merged_Abundance.RPKs	ERR688591_500K_merged_Abundance.RPKs	ERR688592_500K_merged_Abundance.RPKs	ERR688593_500K_merged_Abundance.RPKs	ERR688594_500K_merged_Abundance.RPKs	ERR688595_500K_merged_Abundance.RPKs	ERR688596_500K_merged_Abundance.RPKs	ERR688597_500K_merged_Abundance.RPKs	ERR688598_500K_merged_Abundance.RPKs	ERR688599_500K_merged_Abundance.RPKs	ERR688600_500K_merged_Abundance.RPKs	ERR688601_500K_merged_Abundance.RPKs	ERR688602_500K_merged_Abundance.RPKs	ERR688603_500K_merged_Abundance.RPKs	ERR688604_500K_merged_Abundance.RPKs	ERR688605_500K_merged_Abundance.RPKs	ERR688606_500K_merged_Abundance.RPKs	ERR688607_500K_merged_Abundance.RPKs	ERR688608_500K_merged_Abundance.RPKs	ERR688609_500K_merged_Abundance.RPKs	ERR688610_500K_merged_Abundance.RPKs	ERR688611_500K_merged_Abundance.RPKs	ERR688612_500K_merged_Abundance.RPKs	ERR688613_500K_merged_Abundance.RPKs	ERR688614_500K_merged_Abundance.RPKs	ERR688615_500K_merged_Abundance.RPKs	ERR688616_500K_merged_Abundance.RPKs	ERR688617_500K_merged_Abundance.RPKs	ERR688618_500K_merged_Abundance.RPKs	ERR688619_500K_merged_Abundance.RPKs	ERR688620_500K_merged_Abundance.RPKs	ERR688621_500K_merged_Abundance.RPKs	ERR688622_500K_merged_Abundance.RPKs	ERR688623_500K_merged_Abundance.RPKs	ERR688624_500K_merged_Abundance.RPKs	ERR688625_500K_merged_Abundance.RPKs	ERR688626_500K_merged_Abundance.RPKs	ERR688627_500K_merged_Abundance.RPKs	ERR688628_500K_merged_Abundance.RPKs	ERR688629_500K_merged_Abundance.RPKs	ERR688630_500K_merged_Abundance.RPKs	ERR688631_500K_merged_Abundance.RPKs	ERR688632_500K_merged_Abundance.RPKs	ERR688633_500K_merged_Abundance.RPKs	ERR688634_500K_merged_Abundance.RPKs	ERR688635_500K_merged_Abundance.RPKs	ERR688636_500K_merged_Abundance.RPKs	ERR688637_500K_merged_Abundance.RPKs	ERR688638_500K_merged_Abundance.RPKs	ERR688639_500K_merged_Abundance.RPKs	ERR688640_500K_merged_Abundance.RPKs	ERR688641_500K_merged_Abundance.RPKs	ERR688642_500K_merged_Abundance.RPKs	ERR688643_500K_merged_Abundance.RPKs	ERR688644_500K_merged_Abundance.RPKs	ERR688645_500K_merged_Abundance.RPKs	ERR688646_500K_merged_Abundance.RPKs	ERR688647_500K_merged_Abundance.RPKs	ERR688648_500K_merged_Abundance.RPKs	ERR688649_500K_merged_Abundance.RPKs	ERR688650_500K_merged_Abundance.RPKs	ERR688651_500K_merged_Abundance.RPKs	ERR710424_500K_merged_Abundance.RPKs	ERR710425_500K_merged_Abundance.RPKs	ERR710426_500K_merged_Abundance.RPKs	ERR710427_500K_merged_Abundance.RPKs	ERR710428_500K_merged_Abundance.RPKs	ERR710429_500K_merged_Abundance.RPKs	ERR710430_500K_merged_Abundance.RPKs	ERR710431_500K_merged_Abundance.RPKs	ERR710432_500K_merged_Abundance.RPKs
3.1.3.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34089e-05	0	0	0	0	2.74626e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5995e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.15486e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83318e-05	0	0	0	0	0	0	1.21554e-05	3.56168e-05	0	2.93289e-05	0	0	0	2.5125e-05	1.8092e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21041e-05	0	1.15877e-05	9.35364e-06	0	1.59978e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56295e-06	0	0	0	0	0	0	0	0	0	0	0	9.90366e-06	0	0
3.1.3.48	0.000146076	8.9912e-05	0.000111304	2.08227e-05	0.000110997	0.00019884	0.000190656	0.000149947	0.000114053	9.90964e-05	7.69404e-05	8.68051e-05	3.20163e-05	0.000210561	0.000210585	8.83803e-05	0.000213938	0.000199887	6.99684e-05	3.53394e-05	6.3135e-05	0.000190437	1.65617e-05	7.97989e-06	1.87927e-05	6.77087e-05	0.000347663	0.000103964	0.000124797	7.67679e-05	0.000264019	0.000172661	0.000377145	0.000183734	0.00041925	0.000116897	9.64238e-05	0.000218301	0.000133542	5.58954e-05	9.06417e-05	8.58079e-05	8.98651e-05	0.000137102	0.000283025	0.00016685	1.48535e-05	0.000236468	5.37078e-05	0.000127265	7.6785e-05	6.85161e-05	0.000244696	2.63441e-05	3.96695e-05	0.00012936	0.0004698	0.000178803	0.000361097	0.000164446	7.06488e-05	0.000219793	8.81744e-05	0.000249664	4.27249e-05	7.28097e-05	0.000156027	0.000146204	9.60013e-05	9.12937e-06	7.47873e-05	0.000123683	0.000110497	8.55486e-05	4.03306e-05	9.04223e-05	5.96021e-05	1.77751e-05	6.22801e-05	0.000111355	0.000119295	0.00010852	0.000229962	0.000221443	1.29482e-05	0.000109325	0.000196752	8.66621e-05	4.38303e-05	0.000212844	0.000185846	0.000152713	9.35235e-05	0.000216606	0.000232129	1.18924e-05	9.51758e-05	0.000206661	0.000252184	1.29058e-05	0.000105407	0.000501147	0.000155064	0.000105381	6.74521e-05	0	6.85178e-05	0.000179708	8.30301e-05	5.79943e-05	0.000204819	0.000208774	0.000199098	4.60963e-05	9.37e-05	0.00016881	0.000167965	0.00015634	0.000168275	2.42895e-05	0.000146063	1.02878e-05	2.28577e-05	0.000205569	9.94355e-05	5.54721e-05	7.56424e-05	0.000114724	0.000129822	6.00216e-05	3.95673e-05	0.000198771	9.73988e-05	8.10721e-05	6.06516e-05	9.44389e-05	0.00016306	9.33271e-05	5.96514e-05	1.7917e-05	4.1024e-05	4.10534e-05	0.000137238	0.000169736	0.000138423	3.8299e-05	0.000131035	4.89701e-05	5.61366e-05	0.00010192	6.56197e-05	3.03731e-05	4.65732e-05	0.00031966	0.000104004	1.29975e-05
3.1.3.5	5.53734e-05	9.41256e-06	3.79176e-05	2.51288e-05	5.78143e-05	0.000145567	9.97088e-05	7.45544e-05	0.000176407	8.56459e-06	0	8.9568e-05	7.35739e-05	5.44317e-05	2.52705e-05	5.8836e-05	4.30748e-05	0.000114093	8.7575e-06	3.25425e-05	0	4.17249e-05	6.55681e-05	1.19468e-05	1.71321e-05	6.37152e-05	0.000167198	0.000148186	8.37346e-05	0.000392332	3.70983e-05	5.30978e-05	0.000133994	4.51424e-05	0.00010253	7.04494e-05	0.000168089	3.98963e-05	0.000219791	1.80668e-05	0.000127914	1.93346e-05	0	0.000185277	8.4084e-05	4.05237e-05	2.39765e-05	2.29958e-05	3.28496e-05	9.85245e-05	1.90775e-05	4.72442e-05	0.000209984	6.44755e-05	3.45775e-05	0.000339019	0.000131148	0.000167569	9.98513e-05	7.35475e-05	3.92329e-05	3.47194e-05	0.000104644	6.99634e-05	6.57418e-05	0.000147691	0.000103621	6.51564e-05	7.08877e-05	8.18674e-06	7.47433e-05	0.000101565	0.000179946	7.5602e-05	4.62204e-05	0.000211441	8.68302e-05	5.93335e-05	9.66419e-05	0.00011753	0.00011585	8.67786e-05	0.00011008	8.38148e-05	4.83043e-05	6.80873e-05	0.000124333	9.24973e-05	0	0.000124587	0.000340392	7.25035e-05	7.01711e-06	5.63826e-05	9.33663e-05	5.21424e-05	2.24361e-05	3.04075e-05	8.72741e-05	7.03222e-05	5.03254e-05	0.000140354	5.55645e-05	4.75321e-05	7.81624e-05	3.07352e-05	3.37534e-05	0.000179873	0.000105472	0	7.01845e-05	0.000107482	6.29365e-05	8.86643e-05	5.22547e-05	9.12583e-05	0.000128991	3.34158e-05	5.07711e-05	1.63386e-05	4.05869e-05	7.00755e-05	3.5485e-05	0.00013299	0.000108083	2.61287e-05	0.00025472	0.000268847	3.40295e-05	6.80248e-06	3.60934e-05	6.97427e-05	6.85239e-05	0.00055362	7.93759e-05	0.000191884	2.95479e-05	0.00011982	7.43982e-05	0.000182692	0.000172215	7.72784e-05	5.36571e-05	0.000280158	6.80864e-05	0.000132421	5.37855e-05	5.40934e-05	0.000112575	1.6521e-05	3.07805e-05	7.25596e-05	8.95133e-06	0.00013246	6.30521e-05	7.55797e-05
3.1.3.50	0	0	0	0	0	0	0	0	2.96218e-06	0	0	2.98646e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62252e-05	0	0	0	0	0	0	4.15038e-06	0	0	0	0	0	0	6.01707e-06	0	0	0	0	0	0	0	0	2.86293e-05	0	0	3.66838e-05	0	1.19172e-05	0	0	0	0	0	0	0	1.24358e-05	0	0	0	0	0	0	8.89452e-06	0	0	1.69962e-05	0	0	3.17012e-06	0	0	0	0	0	0	0	0	0	0	0	5.53987e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4617e-06	0	0	0	0	0	0	0	0	0	0	3.92114e-06	0	0	0	0	0	0	7.87426e-06	2.19246e-05	0	0	0	0	0	2.54938e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.6	1.51077e-05	0	0	0	0	0	0	0	6.76236e-05	0	0	2.03172e-05	0	0	7.86941e-06	0	0	0	0	0	0	0	0	0	0	0	2.54119e-05	2.97625e-05	0	0.000110289	1.99309e-05	1.07836e-05	0	0	0	0	2.73698e-05	0	3.12292e-05	0	6.53141e-06	0	0	7.77697e-05	0	0	0	1.49025e-05	0	1.84262e-05	0	2.28907e-05	6.10551e-05	0	1.89814e-05	0.000161895	0	2.92368e-05	0	1.05371e-05	0	0	1.78164e-05	0	0	2.87383e-05	7.26043e-06	0	0	0	0	0	4.54378e-05	0	0	6.17187e-05	0	0	1.41776e-05	0	0	0	0	0	0	1.59214e-05	0	0	0	0	8.34133e-05	0	0	0	1.39697e-05	0	0	0	0	0	0	0	7.44155e-06	0	0	0	0	2.83225e-05	2.00106e-05	0	0	3.21163e-05	0	0	0	0	3.01668e-05	0	0	1.27062e-05	0	0	0	0	0	0	3.66832e-05	6.73127e-05	0	0	0	0	0	0.000147602	0	9.39253e-05	0	0	0	0	1.69106e-05	0	0	0	0	0	5.70325e-06	0	0	0	0	0	0	7.69816e-06	0	0
3.1.3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.68	0	0	0	0	0	2.43341e-05	0	2.91129e-05	3.32484e-05	0	0	1.91071e-05	0	0	0	6.53727e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95774e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21036e-06	0	2.18824e-05	0	0	0	1.98577e-05	0	0	2.54021e-05	0	0	0	0	1.19172e-05	0	1.77058e-05	0	0	0	0	0	7.79891e-06	0	1.12266e-05	0	0	0	0	5.00389e-06	0	0	1.25781e-05	0	0	0	0	4.03104e-05	0	0	0	0	0	0	2.43495e-05	0	6.54706e-05	3.65844e-05	2.14153e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5644e-06	2.4617e-06	0	3.72507e-05	0	0	0	0	0	0	0	0	3.92114e-06	0	0	0	0	0	0	4.43527e-06	1.6785e-05	0	0	7.04562e-06	0	0	6.2206e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.7	0	0	0	0	0	0	0	0	3.1709e-05	0	0	1.91749e-05	0	0	0	0	0	0	0	1.34326e-05	0	0	3.96938e-05	1.91011e-05	0	0	0	2.30155e-05	1.12679e-05	5.74991e-05	0	0	0	0	0	6.05687e-06	7.27044e-05	0	8.58269e-05	0	8.24581e-06	0	0	3.52055e-05	0	0	0	0	0	0	0	0	3.24706e-05	0	0	7.10832e-05	0	1.71013e-05	0	0	0	0	8.1296e-06	0	0	3.07801e-05	0	0	0	0	4.30886e-05	0	7.94191e-05	5.76486e-05	1.69265e-05	3.66991e-05	4.48856e-05	0	4.55519e-05	0	0	3.83636e-05	0	0	0	1.73601e-05	0	0	0	0	7.94655e-05	0	0	0	0	0	0	0	0	1.72678e-05	0	0	0	0	0	0	0	1.71077e-05	0	0	0	1.41583e-05	0	0	1.56418e-05	0	1.19154e-05	0	0	0	6.55136e-06	0	0	1.8342e-05	4.45619e-05	6.55038e-06	7.45212e-05	4.26559e-05	2.76286e-05	0	1.19976e-05	0	0	5.0786e-05	3.70037e-05	2.09268e-05	0	2.73307e-05	0	3.77656e-05	2.67983e-05	9.07981e-06	7.63115e-06	0.00014387	2.53476e-05	8.36899e-05	0	1.53914e-05	6.064e-05	8.77672e-06	1.01596e-05	3.28713e-05	0	0	0	3.47982e-05
3.1.3.70	0	0	0	0	0	0	0	0	3.393e-05	0	0	1.6844e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9802e-05	0	0	0	0	0	0	7.71601e-06	0	0	0	0	0	0	3.09801e-05	0	0	0	0	0	0	0	0	3.90629e-05	0	0	7.88529e-05	0	2.50336e-05	0	0	0	0	0	0	0	1.61591e-05	0	0	0	0	0	0	3.22385e-05	0	0	6.74538e-05	6.83102e-06	0	1.00609e-05	0	0	0	0	0	0	7.25929e-06	0	0	0	0	9.70933e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98691e-05	1.94785e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4265e-05	0.000120966	0	0	0	0	0	0.000100879	0	0	0	0	0	0	0	0	0	0	0	0	5.82315e-06	0	0	0	0	0	0	0	0	0
3.1.3.71	0	0	0	0	0	0	0	0	0	0	0	0	1.21454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57865e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.18136e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01471e-05	0	0	0	0	0	1.52488e-05	0	0	0	0	0	0	3.81272e-05	6.66424e-06	0	0	0	0	0	1.45492e-05	0	0	8.02094e-06	0	0	0	0	0	0	0	1.39099e-05	0	0	0	0	0	0	0	0	0	6.63385e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19825e-05	0	0	0	0	0	0	2.90405e-05	0	0	0	1.00895e-05	0	0	0	0	0	0	0	0	0	1.13199e-05	0	0	0	5.88218e-06	0	0	0	0	0	0	0	0	0	0	0
3.1.3.73	2.01969e-05	1.11214e-05	3.76908e-05	8.17989e-06	3.26096e-05	0.000143871	0.000192966	5.84794e-05	5.82293e-05	7.66345e-06	5.29585e-05	4.2226e-05	0	5.26591e-05	4.01005e-05	4.84935e-05	0.000134712	0.000109951	2.7149e-05	0	3.38375e-05	0.000126635	2.71325e-05	0	2.46562e-05	6.32405e-05	7.19391e-05	1.52377e-05	7.03044e-06	9.49737e-05	6.32473e-05	7.66555e-05	0.000117389	7.11666e-05	3.72729e-05	0	6.17048e-05	3.04789e-05	8.46736e-05	0	4.84273e-05	6.9201e-05	9.13938e-06	8.6507e-05	6.07179e-05	4.59138e-05	1.58782e-05	3.45733e-05	5.69105e-05	4.93386e-05	3.79061e-05	2.34633e-05	9.15456e-05	1.18181e-05	1.12187e-05	9.18041e-05	7.68818e-05	7.46948e-05	6.1885e-06	4.57574e-05	1.63333e-05	6.74621e-05	6.53623e-06	7.70157e-05	0	2.14296e-05	3.17486e-05	6.64379e-05	1.77169e-05	2.38072e-05	0	4.85824e-05	4.22724e-05	3.68064e-05	9.75902e-06	8.08409e-05	0	0	1.4335e-05	0.00012705	2.74542e-05	3.86626e-05	4.17875e-05	0.000103767	1.36072e-05	3.0998e-05	9.92462e-05	0	3.94714e-05	8.75022e-05	9.56196e-05	5.9834e-05	5.9825e-05	6.41009e-05	7.63948e-05	1.03637e-05	3.15459e-05	7.01803e-05	9.25452e-05	6.30945e-06	4.17813e-05	6.00277e-05	7.01861e-05	2.64927e-05	8.92235e-05	7.83418e-06	2.11004e-05	0.000121969	3.00997e-05	0	7.78268e-05	9.38642e-05	3.88201e-05	3.04248e-05	4.29837e-05	8.70401e-05	0.000117884	7.90614e-05	8.36315e-05	1.54936e-05	4.09188e-05	3.94181e-05	3.52109e-05	8.65636e-05	4.30715e-05	1.66972e-05	4.15793e-05	7.50094e-05	2.25267e-05	5.31048e-05	2.82932e-05	1.42455e-05	0	0.00010004	5.02574e-05	8.82152e-05	6.19805e-05	3.06105e-05	1.4111e-05	0	0.000102367	5.02394e-05	3.63266e-05	0	1.14658e-05	9.2705e-06	4.47247e-05	1.4262e-05	1.55758e-05	5.86941e-05	2.4821e-05	1.56965e-05	2.23791e-05	9.96803e-05	4.74635e-05	4.44673e-06
3.1.3.74	0	0	0	0	0	0	0	0	1.77837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27346e-05	0	0	0	0	0	0	2.14854e-06	0	0	0	0	0	0	1.22742e-05	0	0	0	0	0	0	0	0	2.20197e-05	0	7.6432e-06	4.75889e-05	0	7.17568e-06	0	0	0	0	0	0	0	1.58158e-05	0	0	0	0	0	0	2.83128e-05	0	0	3.26091e-05	0	0	7.15454e-06	0	0	0	0	0	0	0	0	0	0	0	5.50629e-05	0	0	0	0	0	0	0	0	0	0	7.64805e-06	0	0	0	0	0	2.11528e-05	2.67914e-06	0	0	1.13893e-05	0	0	0	0	0	0	0	1.97055e-06	0	0	0	0	0	0	2.12873e-05	3.37496e-05	0	0	0	0	0	7.3455e-05	0	1.52068e-05	0	0	0	0	1.30977e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67311e-05	0	0	0	0	0	0	0	0	0	0	1.53317e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30586e-05	0	0	0	0	0	0	0	0	0	5.28444e-06	0	0	0	0	0	0	6.01139e-06	0	1.50536e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.81	0	0	0	0	0	0	0	0	6.00125e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36781e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98011e-06	0	0	0	0	0	0	0	0	7.08408e-06	0	0	2.94229e-05	0	2.23983e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18497e-05	0	0	9.69844e-06	0	0	3.58166e-06	0	0	0	0	0	0	0	0	0	0	0	1.55535e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07405e-06	0	0	0	9.47718e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52375e-05	1.28332e-05	0	0	0	0	0	3.06898e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.82	0	1.47247e-05	0	0	0	0	0	0	2.39695e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59602e-06	0	1.46234e-05	0	0	0	0	0	0	0	1.3269e-05	0	0	1.11058e-05	0	4.53497e-05	5.3013e-06	0	0	0	0	0	0	0	0	1.39789e-05	0	0	3.44579e-05	0	4.71041e-06	0	0	0	0	0	8.4698e-06	0	1.65143e-05	0	0	1.34057e-05	0	0	0	1.8253e-05	0	0	1.05735e-05	0	0	0	0	0	0	0	0	0	0	1.53657e-05	0	0	0	1.54059e-05	0	0	0	0	2.58565e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41994e-06	0	0	0	0	0	3.82173e-05	0	0	0	3.16165e-06	0	0	0	0	0	0	2.53738e-05	2.04124e-05	0	0	0	0	0	5.15209e-05	0	2.09135e-05	0	0	2.90957e-06	0	1.90806e-06	0	0	0	0	0	9.06502e-06	0	0	0	0	0	0	0	0	0
3.1.3.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66842e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.89	0	0	0	0	0	0	0	0	3.21781e-05	0	0	9.42523e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96304e-05	0	3.93636e-05	0	0	0	0	0	0	9.56768e-06	0	2.18695e-05	0	8.84795e-06	0	0	4.80095e-05	0	0	0	0	0	0	0	0	3.97905e-05	0	1.77018e-05	5.944e-05	0	1.91198e-05	0	0	0	0	0	0	5.95559e-06	1.65429e-05	0	0	0	0	0	0	1.09416e-05	0	0	3.89948e-05	0	0	1.69954e-05	0	0	0	0	0	0	0	0	0	0	0	5.49297e-05	0	0	0	0	4.89253e-06	0	0	0	8.09238e-06	0	0	0	0	0	0	0	1.43945e-05	9.04444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50015e-05	8.65712e-05	0	0	0	0	0	6.71548e-05	0	6.28511e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
